PERSONNUM,ENTEREDONDTM,EVENTDATE,STARTDTM,ENDDTM,ORIGINALDATE,TIMEINSECONDS,DURATIONINSECONDS,MONEYAMOUNT,PAYCODENAME,LABORLEVELNAME1,LABORLEVELNAME2,LABORLEVELNAME3,LABORLEVELNAME4,LABORLEVELNAME5,LABORLEVELNAME6,LABORLEVELNAME7,FROMPAYCODENAME,FROMLABORLEVELNM1,FROMLABORLEVELNM2,FROMLABORLEVELNM3,FROMLABORLEVELNM4,FROMLABORLEVELNM5,FROMLABORLEVELNM6,FROMLABORLEVELNM7,WORKRULENAME,DEDUCTRULENAME,HOLIDAYNAME,TIMESHEETITEMTYPE,OVERRIDETYPE,STARTREASON,ENDREASON,PAIDSW,IMPACTSACCRUALSSW,HASCOMMENTSW,EXCEPTIONSW,CANCELDEDUCTSW,SCHEDWORKRULESW,CURRPAYPERIODSTART,CURRPAYPERIODEND,PREVPAYPERIODSTART,PREVPAYPERIODEND,NEXTPAYPERIODSTART,NEXTPAYPERIODEND,EMPLOYEEID,TIMESHEETITEMID,HOLIDAYID,TMSHTITEMTYPEID,PAYCODEID,DATASOURCEID,STARTPUNCHEVENTID,ENDPUNCHEVENTID,PERSONID,CLIENTUSERNAME,FUNCTIONCODE,DEVICENAME,ADDTOTCETOTSW,FROMADDTOTCETOTSW,VISIBLEINTCSCHEDSW,FUNCTAREAID
17104,8/5/19 8:33,7/22/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606104,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:34,7/22/19 0:00,7/22/19 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606162,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/23/19 0:00,7/23/19 14:00,,,3600,3600,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606108,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/23/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606116,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:35,7/23/19 0:00,,,,3600,3600,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606182,,20,262,240592,,,667,17104,E,10.10.11.73,1,,1,2
17104,8/5/19 8:35,7/23/19 0:00,7/23/19 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606198,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/24/19 0:00,7/24/19 15:00,,,3600,3600,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606109,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/24/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606112,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:34,7/24/19 0:00,7/24/19 7:00,,,28800,28800,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606164,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/25/19 0:00,7/25/19 14:00,,,3600,3600,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606110,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/25/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606114,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:35,7/25/19 0:00,,,,3600,3600,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606183,,20,262,240592,,,667,17104,E,10.10.11.73,1,,1,2
17104,8/5/19 8:35,7/25/19 0:00,7/25/19 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606199,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/29/19 0:00,7/29/19 14:00,,,7200,7200,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606118,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/29/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606123,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:34,7/29/19 0:00,7/29/19 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606173,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/30/19 0:00,7/30/19 14:00,,,3600,3600,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606119,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/30/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606129,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:35,7/30/19 0:00,,,,3600,3600,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606188,,20,262,240592,,,667,17104,E,10.10.11.73,1,,1,2
17104,8/5/19 8:35,7/30/19 0:00,7/30/19 7:00,,,25200,25200,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606191,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/31/19 0:00,7/31/19 15:00,,,3600,3600,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606120,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,7/31/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606127,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:34,7/31/19 0:00,7/31/19 7:00,,,28800,28800,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606175,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,8/1/19 0:00,8/1/19 13:00,,,7200,7200,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606121,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,8/1/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606125,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:35,8/1/19 0:00,,,,3600,3600,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606189,,20,262,240592,,,667,17104,E,10.10.11.73,1,,1,2
17104,8/5/19 8:35,8/1/19 0:00,8/1/19 7:00,,,21600,21600,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606192,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,8/2/19 0:00,8/2/19 14:00,,,7200,7200,,,34,202,0,0,0,0,0,,,,,,,,,,,,WorkedDuration,,,,1,0,1,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606153,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:33,8/2/19 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606155,,1,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,8/5/19 8:34,8/2/19 0:00,8/2/19 8:00,,,21600,21600,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,6606177,,30,,240592,,,667,17104,E,10.10.11.73,,,,2
17104,5/31/16 13:42,5/18/16 0:00,5/18/16 14:00,,,7200,7200,,,34,,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4957703,,30,,174247,,,667,18593,E,10.20.12.82,,,,2
17104,5/31/16 13:42,5/23/16 0:00,5/23/16 15:00,,,3600,3600,,,34,,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4957704,,30,,174247,,,667,18593,E,10.20.12.82,,,,2
17104,5/31/16 13:42,5/25/16 0:00,5/25/16 7:00,,,3600,3600,,,34,,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4957705,,30,,174247,,,667,18593,E,10.20.12.82,,,,2
17104,5/31/16 13:42,5/26/16 0:00,5/26/16 15:00,,,3600,3600,,,34,,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4957706,,30,,174247,,,667,18593,E,10.20.12.82,,,,2
17104,5/31/16 13:42,5/27/16 0:00,5/27/16 15:00,,,7200,7200,,,34,,,OIAAT,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4957707,,30,,174247,,,667,18593,E,10.20.12.82,,,,2
17104,1/8/15 17:02,1/1/15 0:00,,,,32400,32400,,Holiday,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4321199,,20,158,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,1/8/15 17:02,1/1/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4321201,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,2/23/15 9:11,2/16/15 0:00,,,,32400,32400,,Holiday,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4379005,,20,158,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,2/23/15 9:11,2/16/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4379007,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,3/9/15 8:04,3/6/15 0:00,,,,28800,28800,,Mgmt Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4395000,,20,161,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,3/9/15 8:04,3/6/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4395002,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,3/23/15 8:12,3/18/15 0:00,,,,32400,32400,,Mgmt Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4411089,,20,161,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,3/23/15 8:12,3/18/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4411091,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,4/20/15 7:59,4/6/15 0:00,4/6/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440624,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,4/20/15 7:59,4/6/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440629,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,4/20/15 7:59,4/7/15 0:00,4/7/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440625,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,4/20/15 7:59,4/7/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440630,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,4/20/15 7:59,4/8/15 0:00,4/8/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440626,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,4/20/15 7:59,4/8/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440631,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,4/20/15 7:59,4/9/15 0:00,4/9/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440627,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,4/20/15 7:59,4/9/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4440628,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,6/1/15 8:13,5/25/15 0:00,,,,32400,32400,,Holiday,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4493092,,20,158,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,6/1/15 8:13,5/25/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4493094,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,6/1/15 8:14,5/29/15 0:00,,,,7200,7200,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4493096,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,6/1/15 8:14,5/29/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4493098,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,6/1/15 8:14,5/29/15 0:00,5/29/15 8:00,,,21600,21600,,,,,,,,,,,,,,,,,,,,,WorkedDuration,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4493102,,30,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,7/13/15 7:58,7/4/15 0:00,,,,32400,32400,,Holiday-Annual Lv Accrual,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544490,,20,160,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,7/13/15 7:45,7/6/15 0:00,,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544396,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,7/13/15 7:45,7/6/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544403,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,7/13/15 7:45,7/7/15 0:00,,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544397,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,7/13/15 7:45,7/7/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544402,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,7/13/15 7:45,7/8/15 0:00,,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544398,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,7/13/15 7:45,7/8/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544401,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,7/13/15 7:45,7/9/15 0:00,,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544399,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,7/13/15 7:45,7/9/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544404,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,7/13/15 7:45,7/10/15 0:00,,,,28800,28800,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544400,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,7/13/15 7:45,7/10/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4544405,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,8/24/15 7:38,8/10/15 0:00,8/10/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4596181,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,8/24/15 7:38,8/10/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4596186,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,8/24/15 7:38,8/11/15 0:00,8/11/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4596182,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,8/24/15 7:38,8/11/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4596187,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,8/24/15 7:38,8/12/15 0:00,8/12/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4596183,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
17104,8/24/15 7:38,8/12/15 0:00,,,,0,0,,,,,,,,,,,,,,,,,,,,,AbsenceAssertion,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4596188,,1,,162439,,,667,17104,E,10.20.12.30,,,,2
17104,8/24/15 7:38,8/13/15 0:00,8/13/15 7:00,,,32400,32400,,Annual Leave,,,,,,,,,,,,,,,,,,,PayCodeEdit,,,,1,0,0,0,0,0,12/20/20 0:00,1/2/21 0:00,12/6/20 0:00,12/19/20 0:00,1/3/21 0:00,1/16/21 0:00,667,4596184,,20,262,162439,,,667,17104,E,10.20.12.30,1,,1,2
